Date,Close
07/01/2000,1613.3
14/01/2000,1622.75
21/01/2000,1620.6
28/01/2000,1599.1
04/02/2000,1599.75
11/02/2000,1756
18/02/2000,1717.8
25/02/2000,1710.45
03/03/2000,1656
10/03/2000,1602.75
16/03/2000,1562.2
24/03/2000,1569.55
31/03/2000,1528.45
07/04/2000,1557.15
13/04/2000,1518.65
20/04/2000,1415.65
28/04/2000,1406.55
05/05/2000,1422.4
12/05/2000,1282.8
19/05/2000,1268
26/05/2000,1275.35
02/06/2000,1389.25
09/06/2000,1467.2
16/06/2000,1477.3
23/06/2000,1472.2
30/06/2000,1471.45
07/07/2000,1517.6
14/07/2000,1509.75
21/07/2000,1397.25
28/07/2000,1333.8
31/07/2000,1332.85
08/09/2000,1450.05
15/09/2000,1417.2
22/09/2000,1266.45
06/10/2000,1285
13/10/2000,1176.75
20/10/2000,1172
27/10/2000,1178.7
03/11/2000,1242.05
10/11/2000,1239.55
17/11/2000,1236
24/11/2000,1225.2
01/12/2000,1276.2
08/12/2000,1313.7
15/12/2000,1312.6
22/12/2000,1242
29/12/2000,1263.55
02/02/2001,1378.85
09/02/2001,1405.7
16/02/2001,1381.35
23/02/2001,1320.45
02/03/2001,1306.35
09/03/2001,1254.75
16/03/2001,1193.55
23/03/2001,1161.3
30/03/2001,1148.2
06/04/2001,1139.6
12/04/2001,1024.9
20/04/2001,1144
27/04/2001,1101.3
04/05/2001,1130.05
11/05/2001,1140.5
18/05/2001,1172.8
25/05/2001,1174.9
01/06/2001,1148.05
08/06/2001,1126.6
15/06/2001,1087.75
22/06/2001,1087.65
29/06/2001,1107.9
06/07/2001,1065.1
13/07/2001,1110.45
20/07/2001,1077.7
27/07/2001,1051.7
03/08/2001,1074.6
10/08/2001,1071.15
17/08/2001,1069.2
24/08/2001,1069.15
31/08/2001,1053.75
04/01/2002,1096.2
11/01/2002,1088.55
18/01/2002,1093.15
25/01/2002,1080.1
01/02/2002,1081.65
08/02/2002,1123.75
15/02/2002,1159.95
22/02/2002,1163.5
01/03/2002,1178
08/03/2002,1187.65
15/03/2002,1169.75
22/03/2002,1138.45
28/03/2002,1129.55
05/04/2002,1141.95
12/04/2002,1146.5
19/04/2002,1100.3
26/04/2002,1097.4
03/05/2002,1096.95
10/05/2002,1116.4
17/05/2002,1090.65
24/05/2002,1067
31/05/2002,1028.8
07/06/2002,1048.8
14/06/2002,1085.7
21/06/2002,1062.55
28/06/2002,1057.8
05/07/2002,1073.8
12/07/2002,1058.25
19/07/2002,1035.9
26/07/2002,973.5
02/08/2002,954.75
09/08/2002,961.95
16/08/2002,979.25
22/08/2002,985.7
26/08/2002,998.85
06/09/2002,995.21
13/09/2002,991.99
20/09/2002,969.59
27/09/2002,976.47
04/10/2002,948.19
11/10/2002,971.03
18/10/2002,971.66
25/10/2002,932.18
01/11/2002,951.47
08/11/2002,956.94
15/11/2002,990.33
22/11/2002,1020.16
29/11/2002,1050.14
06/12/2002,1069.81
13/12/2002,1086.21
20/12/2002,1079.29
27/12/2002,1098.38
03/01/2003,1089.59
10/01/2003,1080.25
17/01/2003,1086.49
24/01/2003,1056.03
31/01/2003,1041.87
07/02/2003,1057.52
14/02/2003,1035.99
21/02/2003,1066.14
28/02/2003,1063.38
07/03/2003,1017.08
13/03/2003,999.65
28/03/2003,1000.59
04/04/2003,1016.93
11/04/2003,949.81
17/04/2003,940.7
25/04/2003,924.31
02/05/2003,938.32
09/05/2003,937.85
16/05/2003,973.09
23/05/2003,967.91
30/05/2003,1006.82
06/06/2003,1046.39
13/06/2003,1056.21
20/06/2003,1100.24
27/06/2003,1125.53
04/07/2003,1138.45
11/07/2003,1161.63
18/07/2003,1139.98
25/07/2003,1162.75
01/08/2003,1195.76
08/08/2003,1222.65
14/08/2003,1247.77
22/08/2003,1311.17
29/08/2003,1356.55
